XNNMKY,XNCLCD,XNNAME,XNADD1,XNADD2,XNCDCT,XNCITY,XNSTTE,XNCTRY,XNZIP,XNNOBP,XNNOFP,XNNOKP,XNNOAP,XNRTTX,XNTIN,XNSTIN,XNADBR,XNBIÑ,XNHBIÑ,XNMBÑ,XNFRST,XNATRN,XNAFRA,XNLNCD,XNVAID,XNTAXR,XNTAXN,XNCDON,XNDDON,XNSDON,XNLNON,XNGLON,XNIRON,XNHDPR,XNMCPR,XNMACD,XNCDCI,XNCDMR,XNCDST,XNCDU1,XNCDU2,XNCDU3,XNENDT,XNENTM,XNENUS,XNENWS,XNDTLM
375.0,0     ,LA AGUACATALA                           ,CLE 15 SUR Ñ 46-120 L 111               ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11230     ,6044449327.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,375.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,000001,001005,000008,1     ,20050722.0,140046.0,MANJARAMIL,QPADEV0092,20220202.0
624.0,0     ,UNISUR                                  ,Cll. 3 N° 29 A-02 L 001                 ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,7223383.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,624.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000065,000006,000025,002005,000008,1     ,20050722.0,142534.0,MDURIBE   ,QPADEV02Z9,20170213.0
626.0,0     ,CENTRO DE PAGO CODABAS                  ,CRA 7C Ñ 180-11 MODULA 0 LC 19          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,6017441443.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,626.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000001,002005,000008,1     ,20050722.0,144155.0,MDURIBE   ,QPADEV02Z9,20210912.0
627.0,0     ,PLAZA CLARO                             ,DG 24 C Ñ 68-1 LC 29                    ,CENTRO COMERCIAL PLAZA CLAROZA          ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11299     ,6014057777.0,0.0,0.0,0.0,0.0,0.0,0.0,001,0.0,N,627.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000001,002005,000008,0     ,20050722.0,144536.0,MDURIBE   ,QPADEV02Z9,20220202.0
629.0,0     ,UNICENTRO YOPAL                         ,CRA 29 con CLE 14 57                    ,Centro Comercial Unicentro Yopal Local 2,85001000.0,YOPAL                        ,CASANARE       ,COL,11363     ,6086334753.0,0.0,0.0,0.0,0.0,0.0,0.0,001,0.0,N,629.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000021,000002,000000,022999,000008,0     ,20050722.0,144640.0,MDURIBE   ,QPADEV02Z9,20220412.0
630.0,0     ,EXITO COLINA 2                          ,Cll. 144 con Av. LAS VILLAS             ,                                        ,11001000.0,BOGOTA D.C.                  ,CUNDINAMARCA   ,COL,          ,5202283.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,630.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000066,000006,000001,002005,000007,0     ,20050722.0,144953.0,MDURIBE   ,QPADEV02Z9,20131105.0
632.0,0     ,EXITO NORTE 2                           ,Cra. 43 N° 173-98                       ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA         ,COL,          ,6690915.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,632.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000066,000006,000001,002005,000007,0     ,20050722.0,145109.0,MDURIBE   ,QPADEV02Z9,20090120.0
634.0,0     ,AVENIDA 127                             ,AV 127 Ñ 60 88                          ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11198     ,6017435533.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,634.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000011,000006,000001,002005,000008,0     ,20050722.0,145306.0,MDURIBE   ,QPADEV02Z9,20210912.0
636.0,0     ,MODELIA 2                               ,Cra. 77A N° 38A-14                      ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA         ,COL,          ,2633977.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,636.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000014,000006,000001,002005,000008,0     ,20050722.0,145426.0,MDURIBE   ,QPADEV02Z9,20090406.0
638.0,0     ,CALLE 80                                ,AV CLE 80 Ñ 69 40                       ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11639     ,6016302710.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,638.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000001,002005,000007,0     ,20050722.0,145554.0,MDURIBE   ,QPADEV02Z9,20220302.0
639.0,0     ,TITAN PLAZA                             ,CRA 72 Ñ 80-94 local 1-111              ,Centro Comercial Titán Plaza            ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11639     ,6017451222.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,639.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000001,002005,000008,0     ,20050722.0,145702.0,MDURIBE   ,QPADEV02Z9,20220304.0
640.0,0     ,BANCOLOMBIA UNIVERSIDAD JAVERIANA       ,CRA 7 Ñ 40-68 ED. Jesus Maria Fndez     ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11031     ,6013404514.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,640.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000008,000006,000001,002005,000008,0     ,20050722.0,145756.0,MDURIBE   ,QPADEV02Z9,20210912.0
644.0,0     ,CENTRO EMPRESARIAL METROPOLITANO        ,Av. EL DORADO Cll. 26 N° 68 B-31/35     ,                                        ,11001000.0,BOGOTA D.C.                  ,CUNDINAMARCA   ,COL,          ,4059840.0,0.0,0.0,0.0,0.0,0.0,0.0,002,0.0,N,644.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000001,002005,000008,0     ,20050722.0,145938.0,MDURIBE   ,QPADEV02Z9,20121022.0
646.0,0     ,BARRIO CARVAJAL                         ,Avenida Boyacá No 36 sur-41 Bogota      ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,          ,4040000.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,646.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000001,002005,000008,0     ,20050722.0,150056.0,MDURIBE   ,QPADEV02Z9,20180409.0
376.0,0     ,FREDONIA                                ,CR 51 Ñ 49 17                           ,                                        ,5282000.0,FREDONIA                     ,ANTIOQUIA      ,COL,          ,6048401456.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,376.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,000000,001080,000008,1     ,20050722.0,151800.0,MANJARAMIL,QPADEV0092,20210910.0
377.0,0     ,RUTA N                                  ,CLE 67 Ñ 52-20 Piso 2-Medellin          ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11002     ,6044442153.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,377.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000000,001005,000008,0     ,20050722.0,152031.0,MANJARAMIL,QPADEV0092,20210910.0
380.0,0     ,MARINILLA PARQUE                        ,CR 30 30 04                             ,                                        ,5440000.0,MARINILLA                    ,ANTIOQUIA      ,COL,          ,6045485142.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,380.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000006,000001,000001,001080,000008,0     ,20050722.0,152259.0,MANJARAMIL,QPADEV0092,20210910.0
390.0,0     ,EXITO PRADO                             ,CARRERA 51  61-77                       ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,5710730.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,390.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000059,000001,000005,001005,000008,0     ,20050722.0,152729.0,MANJARAMIL,QPADEV0092,20170102.0
399.0,0     ,GIRARDOTA                               ,CLE 5 B Ñ 15-63                         ,                                        ,5308000.0,GIRARDOTA                    ,ANTIOQUIA      ,COL,11311     ,6042895674.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,399.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000007,000001,000000,001080,000008,0     ,20050722.0,153010.0,MANJARAMIL,QPADEV0092,20220516.0
400.0,0     ,SANTA BARBARA                           ,CRA BOLIVAR Ñ 51 12                     ,                                        ,5679000.0,SANTA BARBARA-ANTIOQUIA      ,ANTIOQUIA      ,COL,          ,6048463703.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,400.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,000000,001080,000008,1     ,20050722.0,153533.0,MANJARAMIL,QPADEV0092,20210910.0
401.0,0     ,EXITO SAN IGNACIO                       ,CARRERA 48  #43-81                      ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2395741.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,401.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000059,000001,000003,001005,000008,0     ,20050722.0,153926.0,MANJARAMIL,QPADEV0092,20160104.0
404.0,0     ,JARDIN                                  ,CLE 9 Ñ 3 33                            ,                                        ,5364000.0,JARDIN                       ,ANTIOQUIA      ,COL,          ,6048455563.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,404.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,000000,001080,000008,0     ,20050722.0,154208.0,MANJARAMIL,QPADEV0092,20210910.0
405.0,0     ,OLIMPICA CARABOBO                       ,CR 52 49 31                             ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,5132571.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,405.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000059,000001,000004,001005,000008,0     ,20050722.0,154505.0,MANJARAMIL,QPADEV0092,20140603.0
406.0,0     ,CIUDADELA EMPRESARIAL CALLE 26          ,CLE 24 A Ñ 59-42                        ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11299     ,6017431114.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,406.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000013,000006,000000,002999,000008,0     ,20050722.0,154727.0,MANJARAMIL,QPADEV0092,20220202.0
409.0,0     ,BANCOLOMBIA UNIVERSIDAD PONTIFICIA BOLIV,CIRC 1  70 01 UPB BL 11                 ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,4124221.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,409.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000055,000001,000007,001005,000008,0     ,20050722.0,155018.0,MANJARAMIL,QPADEV0092,20171004.0
410.0,0     ,EL TESORO EXPRESS                       ,CRA 25 1 A SUR 45                       ,CENTRO COMERCIAL EL TESORO LC 1539      ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,0.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,862.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000064,000001,000002,001005,000004,0     ,20050722.0,155224.0,MANJARAMIL,QPADEV0092,20220905.0
412.0,0     ,SAN NICOLAS RIONEGRO                    ,CL 43 N 54 139 LC 33-31                 ,                                        ,5615000.0,RIONEGRO (ANTIOQUIA)         ,ANTIOQUIA      ,COL,11024     ,6044449337.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,412.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000006,000001,000000,001020,000008,1     ,20050722.0,155425.0,MANJARAMIL,QPADEV0092,20220412.0
420.0,0     ,TEATRO AVENIDA                          ,CL 52  49 60 L 137                      ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11002     ,6044449341.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,420.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000004,001005,000008,0     ,20050722.0,155718.0,MANJARAMIL,QPADEV0092,20210910.0
429.0,0     ,PARQUE SAN ANTONIO                      ,CARRERA 46  # 45-103 L 41               ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,5718384.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,429.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000003,001005,000008,0     ,20050722.0,155914.0,MANJARAMIL,QPADEV0092,20091207.0
430.0,0     ,ZONA ROSA                               ,CLE 10 CON CRA 34                       ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11005     ,6044449342.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,430.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000003,000001,000002,001005,000008,0     ,20050722.0,160121.0,MANJARAMIL,QPADEV0092,20210910.0
431.0,0     ,EXITO LAURELES 2                        ,CARRERA 81 CON CALLE 37                 ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,2507224.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,431.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000063,000001,000007,001005,000007,0     ,20050722.0,160317.0,MANJARAMIL,QPADEV0092,20120409.0
567.0,0     ,VENECIA                                 ,DIAG 46 A SUR 52 C 79                   ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11154     ,6017435929.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,567.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000006,002080,000008,1     ,20050722.0,161102.0,MANJARAMIL,QPADEV0092,20220520.0
796.0,0     ,GIRON                                   ,CRA 26 Ñ 40 04                          ,                                        ,68307000.0,GIRON                        ,SANTANDER      ,COL,11796     ,6076465791.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,796.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000068,000002,000000,003005,000008,1     ,20050722.0,163048.0,MJOGONZALE,QPADEV02XR,20220412.0
897.0,0     ,OSE VILLAVICENCIO                       ,CL 38 N 32-27                           ,                                        ,50001000.0,VILLAVICENCIO                ,META           ,COL,          ,6086833532.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,897.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000022,000002,000000,011005,000008,0     ,20050805.0,160508.0,MANJARAMIL,QPADEV00TR,20210912.0
898.0,0     ,BAVARIA SANTA MARTA                     ,Diagonal 38 #38A-39.                    ,                                        ,47001000.0,SANTA MARTA                  ,MAGDALENA      ,COL,          ,4333301.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,898.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000055,000004,000001,017005,000008,0     ,20050805.0,160806.0,MANJARAMIL,QPADEV00TR,20171114.0
886.0,0     ,OSE APARTADO                            ,CL 96 Ñ 99 A 03                         ,                                        ,5045000.0,APARTADO                     ,ANTIOQUIA      ,COL,          ,6048287455.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,886.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000007,000001,000000,001020,000008,0     ,20050805.0,161104.0,MANJARAMIL,QPADEV00TR,20230131.0
895.0,0     ,BARRIO ALQUERIA                         ,AV 68 Ñ 39-92 Sur                       ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11154     ,6017435543.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,895.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000009,000006,000006,002005,000008,0     ,20050822.0,90553.0,MANJARAMIL,QPADEV035J,20220516.0
893.0,0     ,SOPO                                    ,CRA 3A Ñ 3-53                           ,                                        ,25758000.0,SOPO - SOPO                  ,CUNDINAMARCA   ,COL,11338     ,6018788615.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,893.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000000,002080,000008,0     ,20050822.0,100326.0,MANJARAMIL,QPADEV035J,20220412.0
907.0,0     ,LA FRONTERA                             ,CRA 43A Ñ 18Sur -120  Local  120        ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,11230     ,6043137458.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,907.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,      ,001010,000008,0     ,20050822.0,155729.0,MANJARAMIL,QPADEV02MM,20220202.0
890.0,0     ,ACACIAS                                 ,CLE 14 Ñ 14-20/24                       ,                                        ,50006000.0,ACACIAS                      ,META           ,COL,          ,6086569060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,890.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000022,000002,000000,015015,000008,1     ,20050824.0,144641.0,MANJARAMIL,QPADEV02PU,20210912.0
889.0,0     ,CENTRO DE PAGOS CALI SUR                ,CL 5 23 B 20 LC 1 y 2                   ,                                        ,76001000.0,CALI                         ,VALLE          ,COL,          ,5766060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,889.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000028,000003,000002,004005,000008,0     ,20050824.0,144923.0,MANJARAMIL,QPADEV02PU,20160517.0
899.0,0     ,CENTRO DE PAGOS ITAGUI                  ,CR 50 Ñ 52 27                           ,                                        ,5360000.0,ITAGUI                       ,ANTIOQUIA      ,COL,          ,943713638.0,943715403.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,899.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000072,000001,      ,001015,000008,0     ,20050824.0,145141.0,MANJARAMIL,QPADEV02PU,20201005.0
906.0,0     ,FRESNO                                  ,CR 7Ñ 4 17                              ,                                        ,73283000.0,FRESNO                       ,TOLIMA         ,COL,          ,6082580801.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,906.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000018,000002,000000,005080,000006,1     ,20050826.0,91445.0,MANJARAMIL,QPADEV02YI,20210912.0
908.0,0     ,BAVARIA TECHO                           ,Avenida Boyacá #12B-98                  ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA         ,COL,          ,5766060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,908.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000055,000006,000007,002005,000008,0     ,20050831.0,141150.0,MANJARAMIL,QPADEV025Y,20100106.0
919.0,0     ,EXITO ITAGUI                            ,CL 39 CR 50 A                           ,                                        ,5360000.0,ITAGUI                       ,ANTIOQUIA      ,COL,          ,5766060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,919.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000063,000001,000000,001015,000008,0     ,20050921.0,95131.0,MANJARAMIL,QPADEV03LP,20170206.0
916.0,0     ,OCEAN MALL                              ,CLE 29 Ñ 15 100                         ,"LI08, LI09                              ",47001000.0,SANTA MARTA                  ,MAGDALENA      ,COL,11516     ,6054368263.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,916.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000026,000004,000001,017005,000008,0     ,20050921.0,95911.0,MANJARAMIL,QPADEV03LP,20210912.0
905.0,0     ,CENTRO DE PAGOS VILLAVICENCIO           ,CR 33 39 56 (62 62)                     ,                                        ,50001000.0,VILLAVICENCIO                ,META           ,COL,          ,586620212.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,905.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000059,000002,      ,015005,000008,0     ,20051024.0,75201.0,MANJARAMIL,QPADEV00QK,20140603.0
900.0,0     ,CENTRO DE PAGOS COLTEJER                ,CR 49 52 8 P 2                          ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,5766060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,900.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000001,000001,000003,001005,000008,0     ,20051124.0,82900.0,MANJARAMIL,QPADEV0121,20140519.0
924.0,0     ,BAVARIA NEIVA                           ,Cra 5 # 9-75 Sur                        ,                                        ,41001000.0,NEIVA                        ,HUILA          ,COL,          ,5766060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,924.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000055,000002,      ,014005,000008,0     ,20051125.0,103426.0,MANJARAMIL,QPADEV05BZ,20180115.0
929.0,0     ,BANCA COLOMBIA SAN FERNANDO PLAZA       ,CR 43 A Ñ1 50 PISO 3 LOCAL 307          ,                                        ,5001000.0,MEDELLIN                     ,ANTIOQUIA      ,COL,          ,6044489559.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,929.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000064,000001,000002,001005,000009,0     ,20051202.0,125618.0,MANJARAMIL,QPADEV03B2,20210912.0
939.0,0     ,EXITO CARTAGENA                         ,AVENIDA PEDRO DE HEREDIA  69-75         ,                                        ,13001000.0,CARTAGENA                    ,BOLIVAR        ,COL,          ,5766060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,939.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000024,000004,000002,009005,000008,0     ,20060206.0,102835.0,MANJARAMIL,QPADEV057R,20121029.0
937.0,0     ,MODELO POPAYAN                          ,CLE 2 Ñ 7-74 Edificio Confecauca        ,                                        ,19001000.0,POPAYAN                      ,CAUCA          ,COL,11868     ,6028353935.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,937.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000031,000003,      ,018005,000008,0     ,20060206.0,142757.0,MANJARAMIL,QPADEV020R,20220516.0
13.0,0     ,QUINTA CAMACHO                          ,CL 67 No. 7- 35                         ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11048     ,6017462380.0,6013212254.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,13.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000012,000006,000016,002005,000008,0     ,20060217.0,81203.0,MANJARAMIL,QPADEV031S,20210910.0
927.0,0     ,MOCOA                                   ,CLE 7 Ñ 6 42 Mocoa - Putumayo           ,Primer piso Alcaldía                    ,86001000.0,MOCOA                        ,PUTUMAYO       ,COL,          ,6084295102.0,6084296625.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,927.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000019,000002,000000,026005,000008,0     ,20060220.0,102612.0,MANJARAMIL,QPADEV033K,20210912.0
942.0,0     ,CENTRO DE PAGOS NEIVA                   ,CR 5 6 44 LOCALES 217 Y 229             ,                                        ,41001000.0,NEIVA                        ,HUILA          ,COL,          ,5766060.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,002,0.0,N,942.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000059,000002,      ,014005,000008,0     ,20060314.0,102117.0,MJOGONZALE,QPADEV05G8,20170123.0
943.0,0     ,LETICIA                                 ,CRA 11 Ñ 9 52 Leticia Amazonas          ,                                        ,91001000.0,LETICIA - LETICIA            ,AMAZONAS       ,COL,          ,6075924067.0,6075924579.0,0.0,0.0,0.0,0.0,0.0,001,0.0,N,943.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000022,000002,000000,002080,000000,0     ,20060330.0,92607.0,MANJARAMIL,QPADEV051N,20210912.0
946.0,0     ,SABANA NORTE CHIA                       ,AV PRADILLA 2A Este 71 Loc. 144-145     ,                                        ,25175000.0,CHIA                         ,CUNDINAMARCA   ,COL,11682     ,6018844198.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,946.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000001,002080,000008,0     ,20060404.0,104449.0,MJOGONZALE,QPADEV01M9,20220516.0
944.0,0     ,CENTRO COMERCIAL SANTAFE                ,CL 185 Ñ 45 03  LC 1-132                ,                                        ,11001000.0,BOGOTA D.C.                  ,BOGOTA D.C.    ,COL,11944     ,6017426759.0,0.0,0.0,0.0,0.0,0.0,8909039388.0,001,0.0,N,944.0,Y,Y,Y,SP,         ,0.07,0.0,Y,Y,Y,Y,Y,N,A,Y, ,000015,000006,000020,002005,000008,1     ,20060424.0,91113.0,MJOGONZALE,QPADEV01XT,20220304.0
